Rk,Name,Tm,Age,G,GS,PassCmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,RushY/A,RushTD,RecTgt,Rec,RecYds,RecY/R,RecTD,Pos,FantPt,VBD,PosRank,OvRank
458,Byron Leftwich,PIT,30,1,0,5,7,42,0,0,0,0,,0,0,0,0,,0,QB,2,,67,
459,Matt Willis,DEN,26,6,0,0,0,0,0,0,0,0,,0,2,1,17,17.00,0,WR,2,,184,
460,Tyler Palko,KAN,27,2,0,4,6,35,0,0,2,5,2.50,0,0,0,0,,0,QB,2,,65,
461,Tony Pike,CAR,24,1,0,6,12,47,0,0,0,0,,0,0,0,0,,0,QB,2,,66,
462,Caleb Hanie,CHI,25,2,0,5,7,55,0,0,1,-1,-1.00,0,0,0,0,,0,QB,2,,64,
463,Chase Daniel,NOR,24,13,0,2,3,16,0,0,2,16,8.00,0,0,0,0,,0,QB,2,,63,
464,Michael Bennett,OAK,32,7,0,0,0,0,0,0,2,11,5.50,0,2,2,9,4.50,0,RB,2,,129,
465,Brock Bolen,JAX,25,4,0,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,RB,2,,135,
466,Thomas Clayton,2TM,26,3,0,0,0,0,0,0,7,17,2.43,0,0,0,0,,0,RB,2,,133,
467,Jerious Norwood,ATL,27,2,0,0,0,0,0,0,2,8,4.00,0,3,1,9,9.00,0,RB,2,,134,
468,Kareem Huggins,TAM,24,3,0,0,0,0,0,0,4,11,2.75,0,2,1,7,7.00,0,RB,2,,132,
469,Garrett Mills,2TM,27,7,3,0,0,0,0,0,0,0,,0,,2,19,9.50,0,RB,2,,131,
470,Reagan Maui'a,ARI,26,15,4,0,0,0,0,0,0,0,,0,1,2,20,10.00,0,RB,2,,130,
471,Brandon Banks,WAS,23,13,0,0,0,0,0,0,2,6,3.00,0,5,2,10,5.00,0,WR,2,,185,
472,Hank Baskett,2TM,28,8,0,0,0,0,0,0,0,0,,0,,1,18,18.00,0,WR,2,,183,
473,David Reed,BAL,23,13,0,0,0,0,0,0,1,15,15.00,0,1,0,0,,0,WR,2,,187,
474,Michael Clayton,NYG,28,6,0,0,0,0,0,0,0,0,,0,4,2,19,9.50,0,WR,2,,182,
475,Quan Cosby,CIN,28,16,0,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,WR,2,,186,
476,Chris Pressley,2TM,24,7,0,0,0,0,0,0,1,0,0.00,0,1,1,6,6.00,0,RB,1,,142,
477,Scott Chandler,2TM,25,13,1,0,0,0,0,0,0,0,,0,,1,8,8.00,0,TE,1,,90,
478,Yamon Figurs,2TM,27,2,0,0,0,0,0,0,1,-4,-4.00,0,2,2,17,8.50,0,WR,1,,188,
479,Kyle Williams,SFO,22,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,WR,1,,193,
480,Korey Hall,GNB,27,12,6,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,RB,1,,139,
481,Curtis Brinkley,SDG,25,3,0,0,0,0,0,0,2,11,5.50,0,0,0,0,,0,RB,1,,138,
482,Kregg Lumpkin,TAM,26,11,0,0,0,0,0,0,1,0,0.00,0,1,1,12,12.00,0,RB,1,,136,
483,Tory Humphrey,NOR,27,6,2,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,WR,1,,189,
484,Kevin Curtis,MIA,32,2,0,0,0,0,0,0,1,6,6.00,0,2,1,6,6.00,0,WR,1,,190,
485,Carlton Mitchell,CLE,22,5,0,0,0,0,0,0,1,9,9.00,0,1,0,0,,0,WR,1,,191,
486,Paul Hubbard,BUF,25,1,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,WR,1,,192,
487,Armanti Edwards,CAR,22,3,0,1,1,0,0,0,1,7,7.00,0,2,0,0,,0,WR,1,,194,
488,Sam Aiken,CLE,30,3,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,WR,1,,195,
489,Manuel Johnson,DAL,24,2,0,0,0,0,0,0,0,0,,0,5,1,6,6.00,0,WR,1,,196,
490,Madison Hedgecock,NYG,29,4,3,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,RB,1,,141,
491,Garrett Wolfe,CHI,26,16,0,0,0,0,0,0,4,8,2.00,0,0,0,0,,0,RB,1,,140,
492,Desmond Clark,CHI,33,5,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,TE,1,,87,
493,Chris Redman,ATL,33,2,0,4,6,20,0,0,1,-1,-1.00,0,0,0,0,,0,QB,1,,71,
494,David Carr,SFO,31,1,0,5,13,67,0,1,0,0,,0,0,0,0,,0,QB,1,,72,
495,Jordan Palmer,CIN,26,1,0,3,3,18,0,0,0,0,,0,0,0,0,,0,QB,1,,70,
496,Alex Smith,CLE,28,3,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,TE,1,,92,
497,Ben Hartsock,NYJ,30,16,7,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,TE,1,,91,
498,Richard Quinn,DEN,24,14,4,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,TE,1,,89,
499,Erik Lorig,TAM,24,9,1,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,TE,1,,88,
500,Chad Pennington,MIA,34,1,1,1,2,19,0,0,0,0,,0,0,0,0,,0,QB,1,,69,
501,Cedric Peerman,CIN,24,7,0,0,0,0,0,0,2,1,0.50,0,3,1,11,11.00,0,RB,1,,137,
502,Kyle Boller,OAK,29,5,0,2,4,25,0,1,7,18,2.57,0,0,0,0,,0,QB,1,,68,
503,Martin Rucker,DAL,25,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,115,
504,Joe Zelenka,ATL,34,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,121,
505,Billy Latsko,SDG,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,150,
506,Antone Smith,ATL,25,9,0,0,0,0,0,0,1,-3,-3.00,0,1,0,0,,0,RB,,,167,
507,Montell Owens*,JAX,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,147,
508,Colin Cloherty,SFO,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,97,
509,Wayne Hunter,NYJ,29,14,4,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,109,
510,Joique Bell,2TM,24,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,162,
511,Andre Brown,4TM,24,4,0,0,0,0,0,0,2,-1,-0.50,0,,0,0,,0,RB,,,165,
512,Devin Moore,IND,25,4,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,RB,,,166,
513,Spencer Havner,2TM,27,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,106,
514,Tony Moll,BAL,27,16,3,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,124,
515,DeShawn Wynn,2TM,27,7,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,159,
516,Jacques McClendon,IND,23,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,103,
517,Adam Koets,NYG,26,8,4,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,122,
518,Justin Snow,IND,34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,114,
519,Rex Hadnot,ARI,28,11,1,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,100,
520,Shawn Andrews,NYG,28,13,7,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,112,
521,Derek Schouman,STL,25,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,117,
522,Jeron Mastrud,MIA,23,8,2,0,0,0,0,0,0,0,,0,1,0,0,,0,TE,,,113,
523,Darcy Johnson,STL,27,4,2,0,0,0,0,0,0,0,,0,2,0,0,,0,TE,,,99,
524,Matthew Mulligan,NYJ,25,13,1,0,0,0,0,0,0,0,,0,1,0,0,,0,TE,,,123,
525,Jake Ballard,NYG,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,125,
526,Lydon Murtha,MIA,25,8,4,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,96,
527,Rusty Smith,TEN,23,2,1,20,40,200,0,4,0,0,,0,0,0,0,,0,QB,,,74,
528,Dan Orlovsky,HOU,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,QB,,,73,
529,Billy Volek,SDG,34,3,0,1,1,8,0,0,6,-5,-0.83,0,0,0,0,,0,QB,,,75,
530,Sage Rosenfels,NYG,32,12,0,0,0,0,0,0,3,-3,-1.00,0,0,0,0,,0,QB,,,76,
531,Zach Strief,NOR,27,14,2,0,0,0,0,0,0,0,,0,1,0,0,,0,TE,,,105,
532,Brian Jennings,SFO,34,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,111,
533,Russ Hochstein,DEN,33,16,6,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,119,
534,Garrett Graham,HOU,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,120,
535,Dennis Roland,CIN,27,16,12,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,98,
536,John Nalbone,MIA,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,107,
537,Marquis Johnson,STL,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,163,
538,Anthony McCoy,SEA,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,110,
539,Michael Otto,TEN,27,11,1,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,116,
540,Clark Harris,CIN,26,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,102,
541,Daniel Coats,2TM,26,10,0,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,108,
542,John Paul Foschi,CIN,28,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,TE,,,118,
543,Chris Chester,BAL,27,14,14,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,104,
544,Brodie Croyle,KAN,27,2,1,8,19,38,0,1,0,0,,0,0,0,0,,0,QB,,,77,
545,Jeff Cumberland,NYJ,23,1,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,TE,,,94,
546,Gary Barnidge,CAR,25,16,3,0,0,0,0,0,0,0,,0,9,0,0,,0,WR,,,205,
547,Jesse Holley,DAL,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,218,
548,Arnaz Battle,PIT,30,15,0,0,0,0,0,0,0,0,,0,2,0,0,,0,WR,,,214,
549,John Matthews,JAX,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,WR,,,208,
550,Marcus Smith,BAL,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,223,
551,Darius Reynaud,NYG,26,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,213,
552,Dominique Curry,STL,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,219,
553,Demetrius Williams,CLE,27,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,WR,,,212,
554,Dedrick Epps,MIA,22,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,WR,,,210,
555,Chris Brooks,IND,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,WR,,,211,
556,George Wilson,BUF,29,16,2,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,199,
557,Dorin Dickerson,HOU,22,7,0,0,0,0,0,0,0,0,,0,,0,0,,0,WR,,,222,
558,Ernest Wilford,JAX,31,2,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,TE,,,93,
559,Derrick Townsel,HOU,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,WR,,,204,
560,Marc Mariani*,TEN,23,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,WR,,,202,
561,Devin Thomas,3TM,24,9,0,0,0,0,0,0,0,0,,0,,0,0,,0,WR,,,203,
562,Jeremy Horne,KAN,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,WR,,,217,
563,Charly Martin,CAR,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,WR,,,225,
564,Victor Cruz,NYG,24,3,0,,,,,,,,,,,,,,,WR,,,226,
565,Courtney Roby,NOR,27,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,209,
566,Britt Davis,DEN,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,201,
567,Matt Slater,NWE,25,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,WR,,,216,
568,Elbert Mack,TAM,24,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,224,
569,Taj Smith,IND,27,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,206,
570,Kion Wilson,SDG,24,14,6,0,0,0,0,0,0,0,,0,9,0,0,,0,WR,,,220,
571,Leonard Weaver,PHI,28,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,RB,,,155,
572,Chad Simpson,WAS,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,148,
573,Kenny Moore,IND,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,WR,,,221,
574,Andre' Anderson,BUF,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,146,
575,Jerome Johnson,ARI,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,RB,,,151,
576,Jalen Parmele,BAL,25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,156,
577,Chris Henry,SEA,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,154,
578,Brit Miller,STL,24,9,2,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,153,
579,Lonyae Miller,DAL,22,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,160,
580,Alfonso Smith,ARI,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,161,
581,Deon Anderson,DAL,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,158,
582,Chauncey Washington,STL,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,RB,,,152,
583,Clifton Smith,2TM,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,157,
584,Dennis Pitta,BAL,25,11,0,0,0,0,0,0,0,0,,0,5,1,1,1.00,0,TE,,,95,
585,Gary Banks,SDG,29,2,2,0,0,0,0,0,0,0,,0,3,1,2,2.00,0,WR,,,198,
586,Duke Calhoun,NYG,23,9,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,WR,,,197,
587,Brian Clark,DET,27,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,WR,,,200,
588,Mike Leach,ARI,34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,TE,,,101,
589,Onrea Jones,ARI,27,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,WR,,,207,
590,Lex Hilliard,MIA,26,16,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,RB,,,143,
591,Larry Johnson,WAS,31,2,0,0,0,0,0,0,5,2,0.40,0,0,0,0,,0,RB,,,145,
592,Jehuu Caulcrick,BUF,27,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,RB,,,144,
593,Rashawn Jackson,CAR,23,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,149,
594,Ken Hamlin,2TM,29,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,RB,,,164,
595,Levi Brown,BUF,23,1,0,2,3,24,0,1,0,0,,0,0,0,0,,0,QB,-1,,78,
596,Brian Brohm,BUF,25,1,1,10,23,106,0,3,0,0,,0,0,0,0,,0,QB,-2,,79,
597,Todd Collins,CHI,39,2,1,10,27,68,0,5,0,0,,0,0,0,0,,0,QB,-7,,80,
